imdb_id,title,year,title_year,plot,imdb_rating,tomatometer,metascore,avg_rating,f1_skepticism,f1_serenity,f1_fear,f1_disgust,f1_solidarity,f1_elation,f1_envy,f1_puzzlement,f1_recklessness,f1_loyalty,f1_trust,f1_sadness,f1_shame,f1_catharsis,f1_unease,f1_introspection,f1_excitement,f1_riskiness,f1_mischief,f1_enlightenment,f1_love,f1_tension,f1_sarcasm,f1_frustration,f1_longing,f1_awe,f1_defiance,f1_amusement,f1_vulnerability,f1_surprise,f1_compassion,f1_resentment,f1_triumph,f1_happiness,f1_acceptance,f1_bravery,f1_hope,f1_conflict,f1_exhilaration,f1_inspiration,f1_curiosity,f1_regret,f1_nostalgia,f1_irony,f1_despair,f1_resignation,f1_closeness,f1_adrenaline,f1_belonging,f1_anger,plot_feelings,f2_skepticism,f2_serenity,f2_fear,f2_disgust,f2_solidarity,f2_elation,f2_envy,f2_puzzlement,f2_recklessness,f2_loyalty,f2_trust,f2_sadness,f2_shame,f2_catharsis,f2_unease,f2_introspection,f2_excitement,f2_riskiness,f2_mischief,f2_enlightenment,f2_love,f2_tension,f2_sarcasm,f2_frustration,f2_longing,f2_awe,f2_defiance,f2_amusement,f2_vulnerability,f2_surprise,f2_compassion,f2_resentment,f2_triumph,f2_happiness,f2_acceptance,f2_bravery,f2_hope,f2_conflict,f2_exhilaration,f2_inspiration,f2_curiosity,f2_regret,f2_nostalgia,f2_irony,f2_despair,f2_resignation,f2_closeness,f2_adrenaline,f2_belonging,f2_anger,gpt_feelings,f3_skepticism,f3_serenity,f3_fear,f3_disgust,f3_solidarity,f3_elation,f3_envy,f3_puzzlement,f3_recklessness,f3_loyalty,f3_trust,f3_sadness,f3_shame,f3_catharsis,f3_unease,f3_introspection,f3_excitement,f3_riskiness,f3_mischief,f3_enlightenment,f3_love,f3_tension,f3_sarcasm,f3_frustration,f3_longing,f3_awe,f3_defiance,f3_amusement,f3_vulnerability,f3_surprise,f3_compassion,f3_resentment,f3_triumph,f3_happiness,f3_acceptance,f3_bravery,f3_hope,f3_conflict,f3_exhilaration,f3_inspiration,f3_curiosity,f3_regret,f3_nostalgia,f3_irony,f3_despair,f3_resignation,f3_closeness,f3_adrenaline,f3_belonging,f3_anger,backdrop_path,overview,popularity,poster_path,tagline,genres
tt0266308,Battle Royale,2000,Battle Royale (2000),"Forty-two students, three days, one deserted Island: welcome to Battle Royale. A group of ninth-grade students from a Japanese high school have been forced by legislation to compete in a Battle Royale. The students are sent off to kill each other in a no-holds-barred game to the death, until one survives -- or they all die. Some decide to play the game like the psychotic Kiriyama or the sexual Mitsuko, while others are trying to find a way to get off the Island without violence. However, as the numbers dwindle is there any way for Shuya and his classmates to survive?",75,90.0,81.0,80.25,0.028892456,0.003210273,0.163723917,0.052969502,0.110754414,0.08988764,0.096308186,0.004815409,0.006420546,0.017656501,0.154093098,0.033707865,0.033707865,0.008025682,0.052969502,0.009630819,0.096308186,0.078651685,0.012841091,0.001605136,0.032102729,0.11717496,0.060995185,0.038523274,0.006420546,0.083467095,0.056179775,0.187800963,0.014446228,0.242375602,0.048154093,0.085072231,0.011235955,0.041733547,0.006420546,0.04494382,0.123595506,0.036918138,0.003210273,0.059390048,0.051364366,0.09470305,0.004815409,0.017656501,0.02247191,0.0,0.019261637,0.006420546,0.001605136,0.365971108,"awe, unease, puzzlement",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"fear,tension,despair",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/amBvmIshdsSkOtvVIgxl7YSQ9Dg.jpg,"In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act.",30.218,/gFX7NuBUeKysOB9nEzRqVpHNT32.jpg,Could you kill your best friend?,"Drama, Thriller, Action"
tt0015648,Battleship Potemkin,1925,Battleship Potemkin (1925),Based on the historical events the movie tells the story of a riot at the battleship Potemkin. What started as a protest strike when the crew was given rotten meat for dinner ended in a riot. The sailors raised the red flag and tried to ignite the revolution in their home port Odessa.,79,100.0,97.0,88.75,0.0041841,0.0041841,0.054393305,0.108786611,0.09623431,0.033472803,0.046025105,0.0,0.0,0.016736402,0.108786611,0.033472803,0.012552301,0.0041841,0.054393305,0.0041841,0.058577406,0.020920502,0.020920502,0.0,0.037656904,0.146443515,0.0,0.012552301,0.0,0.133891213,0.138075314,0.071129707,0.012552301,0.142259414,0.054393305,0.079497908,0.041841004,0.050209205,0.012552301,0.037656904,0.041841004,0.054393305,0.0,0.10041841,0.029288703,0.020920502,0.0041841,0.016736402,0.012552301,0.008368201,0.008368201,0.008368201,0.008368201,0.322175732,"frustration, anger, conflict",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"defiance,solidarity,tension",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/uzr65Z3xDCjuMW7fw8Whm5curr7.jpg,"A dramatized account of a great Russian naval mutiny and a resultant public demonstration, showing support, which brought on a police massacre. The film had an incredible impact on the development of cinema and is a masterful example of montage editing.",19.558,/tjnaRiHUsxBADaOwrQpnTnjHVwi.jpg,"Revolution is the only lawful, equal, effectual war. It was in Russia that this war was declared and begun.","Drama, History, War"
tt0038348,Beauty and the Beast,1946,Beauty and the Beast (1946),"Adélaïde, Belle, Félicie and Ludovic are young adult siblings who once lived in grandeur until their father's merchant ships were lost at sea. The family is now near ruin, but Adélaïde and Félicie nonetheless still squander away the family money on themselves and keeping beautiful, whereas Belle slaves around the house, doting on her father. Ludovic detests his two spoiled sisters, but is protective of Belle, especially with his friend Avenant, a handsome scoundrel who wants to marry Belle. Crossing the forest one dark and stormy evening, the father gets lost and takes refuge in a fantastical castle. Upon leaving, he steals a blossom off a rose bush, which Belle requested. The castle's resident, an angry beast, sentences him to one of two options for the theft of the rose: his own death, or that of one of his daughters. As she feels she is the cause of her father's predicament (despite her sisters asking for far more lavish gifts), Belle sacrifices herself to the beast. Upon arriving at the castle, Belle finds that the beast, whose grotesqueness she cannot deny, does not want to kill her, but wants to marry her and lavish her with riches. He does not force her, but he will ask her every night to marry him, these times the only ones when he will appear to her. She vows never to say yes. As Belle resigns herself to her mortal fate and looks deeper into the beast - whose grotesque exterior masks a kind but tortured soul - will her thoughts change? Meanwhile, Belle's family, who learn of her situation, have their own thoughts of what to do, some working toward what they believe is Belle's best welfare, and others working toward their own benefit.",79,,92.0,85.5,0.0,0.005988024,0.107784431,0.035928144,0.023952096,0.05988024,0.083832335,0.011976048,0.0,0.041916168,0.095808383,0.017964072,0.017964072,0.0,0.023952096,0.0,0.02994012,0.023952096,0.065868263,0.0,0.071856287,0.017964072,0.0,0.023952096,0.011976048,0.389221557,0.011976048,0.05988024,0.005988024,0.077844311,0.041916168,0.041916168,0.011976048,0.065868263,0.011976048,0.041916168,0.071856287,0.023952096,0.005988024,0.047904192,0.041916168,0.041916168,0.011976048,0.017964072,0.0,0.005988024,0.023952096,0.0,0.0,0.203592814,"hope, conflict, catharsis",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"awe,love,enlightenment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/2Ae0iV2HR3Raoras8G40MjBtJnn.jpg,"The story of a gentle-hearted beast in love with a simple and beautiful girl. She is drawn to the repellent but strangely fascinating Beast, who tests her fidelity by giving her a key, telling her that if she doesn't return it to him by a specific time, he will die of grief. She is unable to return the key on time, but it is revealed that the Beast is the genuinely handsome one. A simple tale of tragic love that turns into a surreal vision of death, desire, and beauty.",24.169,/iYSe3yrkma0e1B0wWPXgr8w5sDN.jpg,Once upon a time…,"Drama, Fantasy, Romance"
tt0101414,Beauty and the Beast,1991,Beauty and the Beast (1991),"Having lived a life in selfishness, young Prince Adam is cursed by a mysterious enchantress to having the appearance of a monstrous beast. His only hope is to learn to love a young woman and earn her love in return in order to redeem himself. Ten years later, his chance shows itself when a young maiden named Belle (Paige O'Hara) offers to take her ill father Maurice's (Rex Everhart's) place as his prisoner. With help from the castle's enchanted staff, Belle learns to appreciate her captor and immediately falls in love with him. Back in the village however, unscrupulous hunter Gaston (Richard White) has his own plans for Belle.",80,95.0,95.0,87.5,0.003703704,0.0,0.075925926,0.016666667,0.061111111,0.059259259,0.059259259,0.005555556,0.005555556,0.018518519,0.055555556,0.011111111,0.022222222,0.0,0.02037037,0.003703704,0.037037037,0.009259259,0.003703704,0.0,0.038888889,0.038888889,0.003703704,0.02962963,0.011111111,0.294444444,0.005555556,0.12037037,0.007407407,0.057407407,0.025925926,0.053703704,0.016666667,0.055555556,0.005555556,0.066666667,0.075925926,0.02037037,0.001851852,0.033333333,0.016666667,0.038888889,0.014814815,0.005555556,0.003703704,0.001851852,0.02037037,0.001851852,0.007407407,0.22962963,"love, hope, triumph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"awe,love,enlightenment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/jsgRkhPxYtzAhDFCUyNbvlX63tY.jpg,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",72.077,/hUJ0UvQ5tgE2Z9WpfuduVSdiCiU.jpg,The most beautiful love story ever told.,"Romance, Family, Animation, Fantasy"
tt0094721,Beetlejuice,1988,Beetlejuice (1988),"Adam and Barbara are a normal couple...who happen to be dead. They have given their precious time to decorate their house and make it their own, but unfortunately a family is moving in, and not quietly. Adam and Barbara try to scare them out, but end up becoming the main attraction to the money making family. They call upon Beetlejuice to help, but Beetlejuice has more in mind than just helping.",75,83.0,71.0,76.0,0.01061008,0.00530504,0.100795756,0.042440318,0.050397878,0.023872679,0.055702918,0.013262599,0.00265252,0.00795756,0.079575597,0.013262599,0.021220159,0.0,0.015915119,0.00265252,0.018567639,0.021220159,0.039787798,0.00265252,0.021220159,0.013262599,0.018567639,0.084880637,0.00265252,0.135278515,0.00530504,0.389920424,0.00265252,0.076923077,0.015915119,0.029177719,0.00265252,0.058355438,0.00530504,0.01061008,0.037135279,0.015915119,0.00265252,0.047745358,0.029177719,0.042440318,0.01061008,0.013262599,0.021220159,0.0,0.00795756,0.0,0.00265252,0.167108753,"frustration, irony, mischief",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"amusement,unease,mischief",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/sIzZQdXY21sEks9lGkGuXzqdGSA.jpg,"After an untimely death, a newly dead New England couple seek help from a deranged demon exorcist to scare an affluent New York family out of their home.",41.633,/nnl6OWkyPpuMm595hmAxNW3rZFn.jpg,He's guaranteed to put some life in your afterlife.,"Fantasy, Comedy"
tt0247196,Before Night Falls,2000,Before Night Falls (2000),"Episodic look at the life of Cuban poet and novelist, Reinaldo Arenas (1943-1990), from his childhood in Oriente province to his death in New York City. He joins Castro's rebels. By 1964, he is in Havana. He meets the wealthy Pepe, an early lover; a love-hate relationship lasts for years. Openly gay behavior is a way to spite the government. His writing and homosexuality get him into trouble: he spends two years in prison, writing letters for other inmates and smuggling out a novel. He befriends Lázaro Gomes Garriles, with whom he lives stateless and in poverty in Manhattan after leaving Cuba in the Mariel boat-lift. When asked why he writes, he replies cheerfully, ""Revenge.""",71,74.0,85.0,75.25,0.004464286,0.008928571,0.03125,0.013392857,0.066964286,0.080357143,0.075892857,0.017857143,0.008928571,0.022321429,0.0625,0.03125,0.040178571,0.017857143,0.03125,0.0,0.013392857,0.03125,0.008928571,0.004464286,0.058035714,0.049107143,0.004464286,0.035714286,0.013392857,0.183035714,0.053571429,0.022321429,0.004464286,0.102678571,0.049107143,0.084821429,0.03125,0.013392857,0.026785714,0.049107143,0.0625,0.116071429,0.013392857,0.053571429,0.03125,0.058035714,0.008928571,0.013392857,0.008928571,0.0,0.004464286,0.0,0.008928571,0.209821429,"mischief, anger, sarcasm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"defiance,longing,despair",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/jnJ4i6vPQETcfjxOvAODxzsdQfX.jpg,"Spanning several decades, this powerful biopic offers a glimpse into the life of famed Cuban poet and novelist Reinaldo Arenas, an artist who was vilified for his homosexuality in Fidel Castro's Cuba.",10.581,/kb2dqj73cfmt6qHAh1ySIlVm6v0.jpg,,Drama
tt0112471,Before Sunrise,1995,Before Sunrise (1995),"American tourist Jesse and French student Celine meet by chance on the train from Budapest to Vienna. Sensing that they are developing a connection, Jesse asks Celine to spend the day with him in Vienna, and she agrees. So they pass the time before his scheduled flight the next morning together. How do two perfect strangers connect so intimately over the course of a single day? What is that special thing that bonds two people so strongly? As their bond turns to love, what will happen to them the next morning when Jesse flies away?",81,100.0,78.0,85.0,0.007233273,0.007233273,0.036166365,0.016274864,0.238698011,0.202531646,0.037974684,0.007233273,0.005424955,0.01084991,0.117540687,0.021699819,0.016274864,0.0,0.037974684,0.028933092,0.04159132,0.003616637,0.01084991,0.009041591,0.059674503,0.050632911,0.007233273,0.039783002,0.039783002,0.216998192,0.012658228,0.068716094,0.019891501,0.065099458,0.016274864,0.063291139,0.0,0.039783002,0.025316456,0.032549729,0.137432188,0.032549729,0.012658228,0.034358047,0.05244123,0.05244123,0.034358047,0.007233273,0.005424955,0.001808318,0.05244123,0.003616637,0.005424955,0.334538879,"love, awe, puzzlement",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"longing,hope,love",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/qA2TyqPldTtoTVY3LKrNIG5g6bH.jpg,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",22.285,/kf1Jb1c2JAOqjuzA3H4oDM263uB.jpg,Can the greatest romance of your life last only one night?,"Drama, Romance"
tt0437857,Behind the Mask: The Rise of Leslie Vernon,2006,Behind the Mask: The Rise of Leslie Vernon (2006),The next great psycho horror slasher has given a documentary crew exclusive access to his life as he plans his reign of terror over the sleepy town of Glen Echo.,67,76.0,66.0,69.0,0.00862069,0.004310345,0.142241379,0.00862069,0.043103448,0.012931034,0.017241379,0.012931034,0.0,0.021551724,0.064655172,0.0,0.00862069,0.0,0.017241379,0.00862069,0.064655172,0.012931034,0.064655172,0.004310345,0.030172414,0.112068966,0.056034483,0.060344828,0.034482759,0.060344828,0.0,0.310344828,0.004310345,0.155172414,0.017241379,0.051724138,0.0,0.038793103,0.021551724,0.017241379,0.090517241,0.012931034,0.00862069,0.068965517,0.051724138,0.073275862,0.004310345,0.021551724,0.004310345,0.0,0.012931034,0.0,0.0,0.237068966,"surprise, belonging, fear",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"irony,mischief,fear",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/5rD3FElz0xjZp9eIi8jEAx7KJoZ.jpg,"The next great psycho horror slasher has given a documentary crew exclusive access to his life as he plans his reign of terror over the sleepy town of Glen Echo, all the while deconstructing the conventions and archetypes of the horror genre for them.",11.875,/vie8a3z219Zsw81eAsM58B6VFEn.jpg,"Freddy, Jason, Michael. We All Need Someone To Look Up To.","Comedy, Horror, Thriller"
tt0120601,Being John Malkovich,1999,Being John Malkovich (1999),"Puppeteer Craig Schwartz and animal lover and pet store clerk Lotte Schwartz are just going through the motions of their marriage. Despite not being able to earn a living solely through puppeteering, Craig loves his profession as it allows him to inhabit the skin of others. He begins to take the ability to inhabit the skin of others to the next level when he is forced to take a job as a file clerk for the off-kilter LesterCorp, located on the five-foot tall 7½ floor of a Manhattan office building. Behind one of the filing cabinets in his work area, Craig finds a hidden door which he learns is a portal into the mind of John Malkovich, the visit through the portal which lasts fifteen minutes after which the person is spit into a ditch next to the New Jersey Turnpike. Craig is fascinated by the meaning of life associated with this finding. Lotte's trips through the portal make her evaluate her own self. And the confident Maxine Lund, one of Craig's co-workers who he tells about the portal if only because he is attracted to her, thinks that it is a money making opportunity in selling trips into Malkovich's mind after office hours for $200 a visit. Craig, Lotte and Maxine begin to understand that anyone entering the portal has the ability to control Malkovich's mind, which also alters his entire being. This experience makes Maxine fall in love with a composite. This ability to control Malkovich's mind begs the question of the ultimate psychedelic trip for Malkovich himself, who begins to feel that something is not right in the world as he knows it.",77,94.0,90.0,84.5,0.005988024,0.000998004,0.037924152,0.015968064,0.0499002,0.063872255,0.046906188,0.013972056,0.003992016,0.008982036,0.104790419,0.010978044,0.018962076,0.000998004,0.020958084,0.016966068,0.02994012,0.020958084,0.007984032,0.001996008,0.028942116,0.025948104,0.018962076,0.033932136,0.017964072,0.144710579,0.001996008,0.266467066,0.007984032,0.104790419,0.03493014,0.051896208,0.007984032,0.035928144,0.006986028,0.020958084,0.05988024,0.021956088,0.00998004,0.038922156,0.079840319,0.069860279,0.002994012,0.020958084,0.010978044,0.002994012,0.006986028,0.0,0.001996008,0.204590818,"surprise, tension, curiosity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"puzzlement,curiosity,irony",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,/hjUrsPQMyL0gT6FK1hGUbw9fCuB.jpg,"One day at work, unsuccessful puppeteer Craig finds a portal into the head of actor John Malkovich. The portal soon becomes a passion for anybody who enters its mad and controlling world of overtaking another human body.",37.883,/xVSvIwRNzwXSs0CLefiiG6A96m4.jpg,Ever wanted to be someone else? Now you can.,"Comedy, Drama, Fantasy"
tt0078841,Being There,1979,Being There (1979),"Simple-minded gardener Chance has spent all his life in the Washington D.C. home of an old man. When the man dies, Chance is put out on the street with no knowledge of the world except what he has learned from television. After a run-in with a limousine, he ends up a guest of Eve and her husband Ben, an influential but sickly businessman. Now called Chauncey Gardner, Chance becomes friend and confidante to Ben, and an unlikely political insider.",79,95.0,83.0,84.0,0.026595745,0.031914894,0.045212766,0.002659574,0.090425532,0.055851064,0.031914894,0.029255319,0.002659574,0.013297872,0.085106383,0.037234043,0.031914894,0.0,0.039893617,0.010638298,0.013297872,0.007978723,0.013297872,0.079787234,0.026595745,0.050531915,0.125,0.037234043,0.013297872,0.186170213,0.007978723,0.239361702,0.013297872,0.071808511,0.039893617,0.053191489,0.018617021,0.018617021,0.018617021,0.010638298,0.058510638,0.015957447,0.005319149,0.031914894,0.034574468,0.045212766,0.010638298,0.053191489,0.013297872,0.002659574,0.002659574,0.0,0.018617021,0.204787234,"vulnerability, solidarity, irony",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"amusement,puzzlement,irony",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/gkyYZSevVI6zbGrLDmSo9Im88Qv.jpg,"A simple-minded gardener named Chance has spent all his life in the Washington D.C. house of an old man. When the man dies, Chance is put out on the street with no knowledge of the world except what he has learned from television.",15.602,/3RO3jbCKEey2T9bYFkYt9xpwen9.jpg,Getting there is half the fun; being there is all of it!,"Comedy, Drama"
tt0061395,Belle de Jour,1967,Belle de Jour (1967),"Severine is a beautiful young woman married to a doctor. She loves her husband dearly, but cannot bring herself to be physically intimate with him. She indulges instead in vivid, kinky, erotic fantasies to entertain her sexual desires. Eventually she becomes a prostitute, working in a brothel in the afternoons while remaining chaste in her marriage.",76,95.0,,85.5,0.0125,0.00625,0.025,0.025,0.04375,0.08125,0.06875,0.06875,0.00625,0.01875,0.10625,0.00625,0.05,0.00625,0.01875,0.01875,0.03125,0.0375,0.01875,0.0,0.04375,0.04375,0.0625,0.0125,0.025,0.15,0.0125,0.08125,0.01875,0.1,0.0375,0.0625,0.0,0.05,0.00625,0.01875,0.0125,0.04375,0.0,0.04375,0.11875,0.05,0.0,0.04375,0.0,0.0125,0.075,0.0,0.0125,0.2625,"frustration, irony, vulnerability",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"longing,puzzlement,enlightenment",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/ny6tm550dgayBvGtDTtLPV1UBPs.jpg,"Beautiful young housewife Séverine Serizy cannot reconcile her masochistic fantasies with her everyday life alongside dutiful husband Pierre. When her lovestruck friend Henri mentions a secretive high-class brothel run by Madame Anais, Séverine begins to work there during the day under the name Belle de Jour. But when one of her clients grows possessive, she must try to go back to her normal life.",34.246,/iUAFECovwPA0cVV9bo4uNGLJSGL.jpg,Luis Bunuel's Masterpiece of Erotica!,"Drama, Romance"
tt0052618,Ben-Hur,1959,Ben-Hur (1959),"Judah Ben-Hur lives as a rich Jewish prince and merchant in Jerusalem at the beginning of the 1st century. Together with the new governor his old friend Messala arrives as commanding officer of the Roman legions. At first they are happy to meet after a long time but their different politic views separate them. During the welcome parade a roof tile falls down from Judah's house and injures the governor. Although Messala knows they are not guilty, he sends Judah to the galleys and throws his mother and sister into prison. But Judah swears to come back and take revenge.",81,87.0,90.0,84.75,0.011286682,0.004514673,0.033860045,0.009029345,0.054176072,0.060948081,0.083521445,0.002257336,0.002257336,0.040632054,0.097065463,0.011286682,0.022573363,0.002257336,0.0248307,0.013544018,0.083521445,0.013544018,0.018058691,0.006772009,0.079006772,0.085778781,0.0,0.006772009,0.002257336,0.182844244,0.027088036,0.051918736,0.006772009,0.069977427,0.040632054,0.108352144,0.047404063,0.022573363,0.004514673,0.056433409,0.110609481,0.085778781,0.004514673,0.045146727,0.013544018,0.040632054,0.013544018,0.011286682,0.011286682,0.0,0.038374718,0.0,0.006772009,0.329571106,"anger, bravery, resentment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"bravery,triumph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/sU3gFo7Gn67zjtKXIvzJ4omcUbH.jpg,"In 25 AD, Judah Ben-Hur, a Jew in ancient Judea, opposes the occupying Roman empire.  Falsely accused by a Roman childhood friend-turned-overlord of trying to kill the Roman governor, he is put into slavery and his mother and sister are taken away as prisoners.  Three years later and freed by a grateful Roman galley commander whom he has rescued from drowning, he becomes an expert charioteer for Rome, all the while plotting to return to Judea, find and rescue his family, and avenge himself on his former friend.  All the while, the form and work of Jesus move in the background of his life...",33.33,/m4WQ1dBIrEIHZNCoAjdpxwSKWyH.jpg,The entertainment experience of a lifetime!,"Action, Drama, History, Adventure"
tt0218839,Best in Show,2000,Best in Show (2000),"At the prestigious Mayflower Dog Show, a ""documentary film crew"" captures the excitement and tension displayed by the eccentric participants in the outrageously hilarious satire Best In Show. This biting send-up exposes the wondrously diverse dog owners who travel from all over America to showcase their four-legged contenders. Mild-mannered salesman Gerry Fleck (Eugene Levy) and his vivacious wife, Cookie (Catherine O'Hara), happily prepare their Norwich Terrier, while shop owner Harlan Pepper (Christopher Guest) hopes his Bloodhound wins top prize. As two upwardly mobile attorneys (Parker Posey and Michael Hitchcock) anxiously ready their neurotic Weimaraner and an ecstatically happy gay couple (Michael McKean and John Michael Higgins) dote on their tiny Shih Tzu, inept commentator Buck Laughlin (Fred Willard) vainly attempts to provide colorful tidbits about each breed.",75,93.0,78.0,80.25,0.002109705,0.002109705,0.025316456,0.008438819,0.056962025,0.044303797,0.037974684,0.008438819,0.0,0.004219409,0.05907173,0.0,0.03164557,0.0,0.021097046,0.004219409,0.010548523,0.002109705,0.014767932,0.0,0.044303797,0.040084388,0.082278481,0.042194093,0.006329114,0.078059072,0.004219409,0.561181435,0.004219409,0.040084388,0.016877637,0.044303797,0.006329114,0.035864979,0.0,0.008438819,0.056962025,0.010548523,0.002109705,0.021097046,0.016877637,0.03164557,0.0,0.012658228,0.0,0.0,0.008438819,0.0,0.002109705,0.124472574,"mischief, excitement, irony",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"amusement,belonging,irony",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,/itVxHnmzMJbfHhX3rbzCuyI9mfB.jpg,"The tension is palpable, the excitement is mounting and the heady scent of competition is in the air as hundreds of eager contestants from across America prepare to take part in what is undoubtedly one of the greatest events of their lives -- the Mayflower Dog Show. The canine contestants and their owners are as wondrously diverse as the great country that has bred them.",16.977,/kVNaXzoX64YwLC99o4gXyKPnplS.jpg,Some pets deserve a little more respect than others.,Comedy
